,OG,conservation_score
120,OG1895_aa_aligned.fasta,0.6462865
121,OG9005_aa_aligned.fasta,0.643245
122,OG12445_aa_aligned.fasta,0.6544954999999999
123,OG6763_aa_aligned.fasta,0.41461950000000003
124,OG15465_aa_aligned.fasta,0.7028745000000001
125,OG12735_aa_aligned.fasta,0.575858
126,OG15330_aa_aligned.fasta,0.627276
127,OG2865_aa_aligned.fasta,0.499354
128,OG15188_aa_aligned.fasta,0.622519
129,OG9489_aa_aligned.fasta,0.699356
130,OG7941_aa_aligned.fasta,0.483489
131,OG2391_aa_aligned.fasta,0.624418
132,OG2331_aa_aligned.fasta,0.46678949999999997
133,OG7351_aa_aligned.fasta,0.3010585
134,OG4122_aa_aligned.fasta,0.637481
135,OG6285_aa_aligned.fasta,0.5648705
136,OG3176_aa_aligned.fasta,0.623429
137,OG2467_aa_aligned.fasta,0.368257
138,OG12154_aa_aligned.fasta,0.5906834999999999
139,OG5494_aa_aligned.fasta,0.598136
140,OG17672_aa_aligned.fasta,0.8106915
141,OG3703_aa_aligned.fasta,0.501012
142,OG11984_aa_aligned.fasta,0.613737
143,OG2342_aa_aligned.fasta,0.566262
144,OG17981_aa_aligned.fasta,0.7020615
145,OG3475_aa_aligned.fasta,0.527784
146,OG9032_aa_aligned.fasta,0.6763065
147,OG4321_aa_aligned.fasta,0.48242050000000003
148,OG3184_aa_aligned.fasta,0.5512855
149,OG8567_aa_aligned.fasta,0.5874975
150,OG15232_aa_aligned.fasta,0.643176
151,OG10897_aa_aligned.fasta,0.7182515
152,OG1881_aa_aligned.fasta,0.7654650000000001
153,OG3573_aa_aligned.fasta,0.473368
154,OG9095_aa_aligned.fasta,0.4574205
155,OG13053_aa_aligned.fasta,0.6279545
156,OG13656_aa_aligned.fasta,0.5606195
157,OG1813_aa_aligned.fasta,0.756855
158,OG15367_aa_aligned.fasta,0.6175765
159,OG3234_aa_aligned.fasta,0.413635
160,OG15888_aa_aligned.fasta,0.5636399999999999
161,OG17019_aa_aligned.fasta,0.672583
162,OG5652_aa_aligned.fasta,0.409366
163,OG1958_aa_aligned.fasta,0.40323699999999996
164,OG4067_aa_aligned.fasta,0.6099684999999999
165,OG15054_aa_aligned.fasta,0.594416
166,OG6638_aa_aligned.fasta,0.6240825
167,OG7282_aa_aligned.fasta,0.608009
168,OG15690_aa_aligned.fasta,0.654879
169,OG8334_aa_aligned.fasta,0.490057
170,OG2637_aa_aligned.fasta,0.6506799999999999
171,OG12645_aa_aligned.fasta,0.6935175
172,OG11768_aa_aligned.fasta,0.6681395
173,OG13557_aa_aligned.fasta,0.552489
174,OG8248_aa_aligned.fasta,0.419096
175,OG12594_aa_aligned.fasta,0.6061525
176,OG3777_aa_aligned.fasta,0.391385
177,OG13125_aa_aligned.fasta,0.676245
178,OG4445_aa_aligned.fasta,0.6058665
179,OG2397_aa_aligned.fasta,0.5819455
180,OG13823_aa_aligned.fasta,0.5796924999999999
181,OG16218_aa_aligned.fasta,0.63075
182,OG16727_aa_aligned.fasta,0.651576
183,OG4906_aa_aligned.fasta,0.471889
184,OG9502_aa_aligned.fasta,0.5680590000000001
185,OG7985_aa_aligned.fasta,0.508609
186,OG12027_aa_aligned.fasta,0.4828125
187,OG10908_aa_aligned.fasta,0.5080765
188,OG13488_aa_aligned.fasta,0.669555
189,OG9627_aa_aligned.fasta,0.450808
190,OG2077_aa_aligned.fasta,0.51376
191,OG15703_aa_aligned.fasta,0.646123
192,OG6930_aa_aligned.fasta,0.48
193,OG6103_aa_aligned.fasta,0.385978
194,OG15896_aa_aligned.fasta,0.6555585
195,OG17118_aa_aligned.fasta,0.8024625
196,OG4939_aa_aligned.fasta,0.5132175
197,OG14214_aa_aligned.fasta,0.583035
198,OG15067_aa_aligned.fasta,0.6116
199,OG14943_aa_aligned.fasta,0.610745
200,OG3280_aa_aligned.fasta,0.3627575
201,OG12690_aa_aligned.fasta,0.61417
202,OG10499_aa_aligned.fasta,0.441503
203,OG2532_aa_aligned.fasta,0.500116
204,OG17241_aa_aligned.fasta,0.720206
205,OG2665_aa_aligned.fasta,0.60554
206,OG8737_aa_aligned.fasta,0.518005
207,OG3600_aa_aligned.fasta,0.391881
208,OG11636_aa_aligned.fasta,0.5836455
209,OG6021_aa_aligned.fasta,0.6338524999999999
210,OG2848_aa_aligned.fasta,0.705292
211,OG13917_aa_aligned.fasta,0.537985
212,OG14751_aa_aligned.fasta,0.572818
213,OG3795_aa_aligned.fasta,0.454677
214,OG7080_aa_aligned.fasta,0.463347
215,OG14949_aa_aligned.fasta,0.5415565
216,OG12469_aa_aligned.fasta,0.681632
217,OG8813_aa_aligned.fasta,0.492989
218,OG5791_aa_aligned.fasta,0.562017
219,OG15838_aa_aligned.fasta,0.649975
220,OG12836_aa_aligned.fasta,0.5145230000000001
221,OG2837_aa_aligned.fasta,0.752537
222,OG5628_aa_aligned.fasta,0.432934
223,OG12354_aa_aligned.fasta,0.5851575
224,OG15518_aa_aligned.fasta,0.577154
225,OG16831_aa_aligned.fasta,0.6810620000000001
226,OG2145_aa_aligned.fasta,0.558039
227,OG1457_aa_aligned.fasta,0.7477095
228,OG16344_aa_aligned.fasta,0.6470435
229,OG9905_aa_aligned.fasta,0.488305
230,OG16760_aa_aligned.fasta,0.605322
231,OG15648_aa_aligned.fasta,0.641991
232,OG8733_aa_aligned.fasta,0.430638
233,OG18104_aa_aligned.fasta,0.604535
234,OG1139_aa_aligned.fasta,0.469764
235,OG15596_aa_aligned.fasta,0.686676
236,OG3753_aa_aligned.fasta,0.421739
237,OG11224_aa_aligned.fasta,0.61098
238,OG5749_aa_aligned.fasta,0.588085
239,OG16106_aa_aligned.fasta,0.7885949999999999
240,OG15940_aa_aligned.fasta,0.667659
241,OG14407_aa_aligned.fasta,0.697603
242,OG8219_aa_aligned.fasta,0.458488
243,OG7672_aa_aligned.fasta,0.6525955
244,OG17090_aa_aligned.fasta,0.6932564999999999
245,OG2677_aa_aligned.fasta,0.739113
246,OG8772_aa_aligned.fasta,0.48824999999999996
247,OG3014_aa_aligned.fasta,0.35616400000000004
248,OG17114_aa_aligned.fasta,0.656847
249,OG2729_aa_aligned.fasta,0.515879
250,OG15939_aa_aligned.fasta,0.663581
251,OG6289_aa_aligned.fasta,0.45908150000000003
252,OG16842_aa_aligned.fasta,0.5787785000000001
253,OG4112_aa_aligned.fasta,0.724823
254,OG16786_aa_aligned.fasta,0.6724025
255,OG10283_aa_aligned.fasta,0.6204625
256,OG15841_aa_aligned.fasta,0.616593
257,OG12649_aa_aligned.fasta,0.5345895
258,OG3173_aa_aligned.fasta,0.353389
259,OG6689_aa_aligned.fasta,0.416128
260,OG4736_aa_aligned.fasta,0.393964
261,OG9453_aa_aligned.fasta,0.583676
262,OG5546_aa_aligned.fasta,0.444831
263,OG2149_aa_aligned.fasta,0.6047575000000001
264,OG3154_aa_aligned.fasta,0.398494
265,OG9977_aa_aligned.fasta,0.562267
266,OG3616_aa_aligned.fasta,0.553223
267,OG11727_aa_aligned.fasta,0.526644
268,OG10085_aa_aligned.fasta,0.667548
269,OG3897_aa_aligned.fasta,0.342994
270,OG2883_aa_aligned.fasta,0.439921
271,OG10268_aa_aligned.fasta,0.612618
272,OG15929_aa_aligned.fasta,0.5530269999999999
273,OG5259_aa_aligned.fasta,0.4047195
274,OG3800_aa_aligned.fasta,0.5357885
275,OG16175_aa_aligned.fasta,0.7188005
276,OG14432_aa_aligned.fasta,0.588438
277,OG9342_aa_aligned.fasta,0.6586285000000001
278,OG17315_aa_aligned.fasta,0.633453
279,OG14240_aa_aligned.fasta,0.6179445
280,OG9328_aa_aligned.fasta,0.626074
281,OG10493_aa_aligned.fasta,0.5709645
282,OG4652_aa_aligned.fasta,0.5255525000000001
283,OG3315_aa_aligned.fasta,0.410077
284,OG11031_aa_aligned.fasta,0.546601
285,OG1289_aa_aligned.fasta,0.422698
286,OG10167_aa_aligned.fasta,0.6468400000000001
287,OG17755_aa_aligned.fasta,0.621521
288,OG18097_aa_aligned.fasta,0.640865
289,OG7838_aa_aligned.fasta,0.472874
290,OG1127_aa_aligned.fasta,0.66058
291,OG8395_aa_aligned.fasta,0.540022
292,OG3911_aa_aligned.fasta,0.490377
293,OG2604_aa_aligned.fasta,0.354442
294,OG15954_aa_aligned.fasta,0.713649
295,OG16784_aa_aligned.fasta,0.665781
296,OG2477_aa_aligned.fasta,0.50395
297,OG8609_aa_aligned.fasta,0.429416
298,OG3742_aa_aligned.fasta,0.39563550000000003
299,OG9982_aa_aligned.fasta,0.550453
300,OG4735_aa_aligned.fasta,0.40735
301,OG2004_aa_aligned.fasta,0.677757
302,OG6867_aa_aligned.fasta,0.446631
303,OG3497_aa_aligned.fasta,0.498162
304,OG11398_aa_aligned.fasta,0.580928
305,OG16323_aa_aligned.fasta,0.681281
306,OG16153_aa_aligned.fasta,0.622558
307,OG4484_aa_aligned.fasta,0.518331
308,OG12227_aa_aligned.fasta,0.607108
309,OG13712_aa_aligned.fasta,0.628877
310,OG4038_aa_aligned.fasta,0.479377
311,OG12701_aa_aligned.fasta,0.568989
312,OG16039_aa_aligned.fasta,0.627885
313,OG6267_aa_aligned.fasta,0.5046744999999999
314,OG17163_aa_aligned.fasta,0.736389
315,OG9800_aa_aligned.fasta,0.4948485
316,OG5946_aa_aligned.fasta,0.46559799999999996
317,OG12411_aa_aligned.fasta,0.523004
318,OG11267_aa_aligned.fasta,0.6382765
319,OG8525_aa_aligned.fasta,0.5181865
320,OG17649_aa_aligned.fasta,0.717827
321,OG14546_aa_aligned.fasta,0.651112
322,OG1572_aa_aligned.fasta,0.7173160000000001
323,OG11139_aa_aligned.fasta,0.637348
324,OG4365_aa_aligned.fasta,0.461133
325,OG7567_aa_aligned.fasta,0.426142
326,OG10862_aa_aligned.fasta,0.645826
327,OG11146_aa_aligned.fasta,0.50047
328,OG10349_aa_aligned.fasta,0.568777
329,OG13290_aa_aligned.fasta,0.536595
330,OG2538_aa_aligned.fasta,0.4804445
331,OG4654_aa_aligned.fasta,0.390312
332,OG8094_aa_aligned.fasta,0.574863
333,OG5247_aa_aligned.fasta,0.3649865
334,OG8570_aa_aligned.fasta,0.4464005
335,OG4483_aa_aligned.fasta,0.424211
336,OG4214_aa_aligned.fasta,0.5367795
337,OG17265_aa_aligned.fasta,0.5746180000000001
338,OG12700_aa_aligned.fasta,0.581767
339,OG14854_aa_aligned.fasta,0.5832360000000001
340,OG16343_aa_aligned.fasta,0.5877255
341,OG8318_aa_aligned.fasta,0.479377
342,OG6033_aa_aligned.fasta,0.571643
343,OG16507_aa_aligned.fasta,0.615486
344,OG1121_aa_aligned.fasta,0.725981
345,OG4294_aa_aligned.fasta,0.577727
346,OG15955_aa_aligned.fasta,0.6789385
347,OG9370_aa_aligned.fasta,0.476512
348,OG15576_aa_aligned.fasta,0.7610714999999999
349,OG3397_aa_aligned.fasta,0.430592
350,OG18446_aa_aligned.fasta,0.6648185
351,OG1780_aa_aligned.fasta,0.5042365
352,OG3581_aa_aligned.fasta,0.5546755
353,OG13592_aa_aligned.fasta,0.605576
354,OG14297_aa_aligned.fasta,0.6134535
355,OG15402_aa_aligned.fasta,0.5818335
356,OG7777_aa_aligned.fasta,0.4462575
357,OG3990_aa_aligned.fasta,0.422776
358,OG14490_aa_aligned.fasta,0.607546
359,OG10222_aa_aligned.fasta,0.6186095
360,OG3891_aa_aligned.fasta,0.562424
361,OG4378_aa_aligned.fasta,0.439031
362,OG16134_aa_aligned.fasta,0.6583844999999999
363,OG12570_aa_aligned.fasta,0.584607
364,OG6081_aa_aligned.fasta,0.4917195
365,OG10573_aa_aligned.fasta,0.6155375000000001
366,OG18166_aa_aligned.fasta,0.591018
367,OG12221_aa_aligned.fasta,0.587216
368,OG13798_aa_aligned.fasta,0.6562479999999999
369,OG6322_aa_aligned.fasta,0.5443215
370,OG8702_aa_aligned.fasta,0.48223499999999997
371,OG16963_aa_aligned.fasta,0.710253
372,OG5315_aa_aligned.fasta,0.3978155
373,OG9847_aa_aligned.fasta,0.5040020000000001
374,OG10212_aa_aligned.fasta,0.648134
375,OG4504_aa_aligned.fasta,0.676042
376,OG11720_aa_aligned.fasta,0.47824900000000004
377,OG14514_aa_aligned.fasta,0.5990545
378,OG2801_aa_aligned.fasta,0.462174
379,OG7686_aa_aligned.fasta,0.5422985
380,OG4108_aa_aligned.fasta,0.6457305
381,OG10820_aa_aligned.fasta,0.628861
382,OG15642_aa_aligned.fasta,0.5865575000000001
383,OG16480_aa_aligned.fasta,0.6651050000000001
384,OG12679_aa_aligned.fasta,0.582927
385,OG4694_aa_aligned.fasta,0.6364719999999999
386,OG2914_aa_aligned.fasta,0.4978445
387,OG3550_aa_aligned.fasta,0.361855
388,OG9404_aa_aligned.fasta,0.5286565000000001
389,OG7482_aa_aligned.fasta,0.411387
390,OG6216_aa_aligned.fasta,0.467616
391,OG11519_aa_aligned.fasta,0.5234114999999999
392,OG10194_aa_aligned.fasta,0.637195
393,OG15747_aa_aligned.fasta,0.6216969999999999
394,OG11426_aa_aligned.fasta,0.46081
395,OG4479_aa_aligned.fasta,0.5784990000000001
396,OG12979_aa_aligned.fasta,0.560856
397,OG8922_aa_aligned.fasta,0.4237335
398,OG9139_aa_aligned.fasta,0.49040700000000004
399,OG15779_aa_aligned.fasta,0.656781
400,OG1367_aa_aligned.fasta,0.48361299999999996
401,OG12964_aa_aligned.fasta,0.602203
402,OG1122_aa_aligned.fasta,0.574005
403,OG7187_aa_aligned.fasta,0.477204
404,OG12970_aa_aligned.fasta,0.566281
405,OG9568_aa_aligned.fasta,0.48868
406,OG7810_aa_aligned.fasta,0.411025
407,OG13699_aa_aligned.fasta,0.6222975
408,OG1356_aa_aligned.fasta,0.5599485
409,OG9610_aa_aligned.fasta,0.6839740000000001
410,OG13227_aa_aligned.fasta,0.63127
411,OG18407_aa_aligned.fasta,0.678936
412,OG7841_aa_aligned.fasta,0.453653
413,OG7369_aa_aligned.fasta,0.4227495
414,OG6785_aa_aligned.fasta,0.55323
415,OG18675_aa_aligned.fasta,0.782829
416,OG17857_aa_aligned.fasta,0.7331725
417,OG2613_aa_aligned.fasta,0.7583595000000001
418,OG3476_aa_aligned.fasta,0.354596
419,OG15003_aa_aligned.fasta,0.622746
420,OG1509_aa_aligned.fasta,0.6510290000000001
421,OG8610_aa_aligned.fasta,0.542219
422,OG1335_aa_aligned.fasta,0.6508050000000001
423,OG8597_aa_aligned.fasta,0.4379615
424,OG8875_aa_aligned.fasta,0.5409805
425,OG2151_aa_aligned.fasta,0.462639
426,OG11950_aa_aligned.fasta,0.587148
427,OG6091_aa_aligned.fasta,0.4638505
428,OG11738_aa_aligned.fasta,0.5599345
429,OG9044_aa_aligned.fasta,0.4077235
430,OG11131_aa_aligned.fasta,0.49706
431,OG5516_aa_aligned.fasta,0.385324
432,OG10472_aa_aligned.fasta,0.563684
433,OG6122_aa_aligned.fasta,0.7093940000000001
434,OG10373_aa_aligned.fasta,0.601123
435,OG13617_aa_aligned.fasta,0.5777545
436,OG5173_aa_aligned.fasta,0.451027
437,OG2795_aa_aligned.fasta,0.524412
438,OG14167_aa_aligned.fasta,0.627631
439,OG16500_aa_aligned.fasta,0.7050655
440,OG8531_aa_aligned.fasta,0.5194399999999999
441,OG6656_aa_aligned.fasta,0.5257959999999999
442,OG6050_aa_aligned.fasta,0.458705
443,OG17236_aa_aligned.fasta,0.691263
444,OG10558_aa_aligned.fasta,0.566773
445,OG13247_aa_aligned.fasta,0.543946
446,OG11721_aa_aligned.fasta,0.461573
447,OG1862_aa_aligned.fasta,0.6690375
448,OG10566_aa_aligned.fasta,0.50206
449,OG8008_aa_aligned.fasta,
450,OG6710_aa_aligned.fasta,0.401969
451,OG16994_aa_aligned.fasta,0.7437415
452,OG6813_aa_aligned.fasta,0.453286
453,OG1925_aa_aligned.fasta,0.522593
454,OG9757_aa_aligned.fasta,0.660204
455,OG1682_aa_aligned.fasta,0.703253
456,OG6247_aa_aligned.fasta,0.468012
457,OG4961_aa_aligned.fasta,0.5544454999999999
458,OG16974_aa_aligned.fasta,0.6984565
459,OG5599_aa_aligned.fasta,0.513297
460,OG11364_aa_aligned.fasta,0.638903
461,OG18193_aa_aligned.fasta,0.720951
462,OG9209_aa_aligned.fasta,0.39726249999999996
463,OG15449_aa_aligned.fasta,0.678708
464,OG3310_aa_aligned.fasta,0.5531435
465,OG16069_aa_aligned.fasta,0.5924825
466,OG8677_aa_aligned.fasta,0.42165050000000004
467,OG3630_aa_aligned.fasta,0.517255
468,OG9712_aa_aligned.fasta,0.538075
469,OG5002_aa_aligned.fasta,0.56379
470,OG17273_aa_aligned.fasta,0.708919
471,OG9780_aa_aligned.fasta,0.5600080000000001
472,OG5143_aa_aligned.fasta,0.5606095
473,OG10799_aa_aligned.fasta,0.6311545000000001
474,OG12770_aa_aligned.fasta,0.5666295
475,OG15479_aa_aligned.fasta,0.642424
476,OG13816_aa_aligned.fasta,0.5992985
477,OG5933_aa_aligned.fasta,0.493568
478,OG17014_aa_aligned.fasta,0.7189099999999999
479,OG5605_aa_aligned.fasta,0.523589
480,OG8269_aa_aligned.fasta,0.5806585
481,OG7606_aa_aligned.fasta,0.6943575
482,OG15706_aa_aligned.fasta,0.696158
483,OG4170_aa_aligned.fasta,0.67886
484,OG2636_aa_aligned.fasta,0.583408
485,OG17817_aa_aligned.fasta,0.632255
486,OG2601_aa_aligned.fasta,0.505145
487,OG7443_aa_aligned.fasta,0.5003415
488,OG11407_aa_aligned.fasta,0.564824
489,OG4415_aa_aligned.fasta,0.520244
490,OG9518_aa_aligned.fasta,0.515902
491,OG5009_aa_aligned.fasta,0.464343
492,OG16731_aa_aligned.fasta,0.5709489999999999
493,OG11660_aa_aligned.fasta,0.513764
494,OG6653_aa_aligned.fasta,0.4451975
495,OG7438_aa_aligned.fasta,0.494695
496,OG7564_aa_aligned.fasta,0.541056
497,OG8329_aa_aligned.fasta,0.723615
498,OG18540_aa_aligned.fasta,0.7341745
499,OG13764_aa_aligned.fasta,0.734511
500,OG15675_aa_aligned.fasta,0.632815
501,OG1236_aa_aligned.fasta,0.499213
502,OG14191_aa_aligned.fasta,0.68342
503,OG4172_aa_aligned.fasta,0.4128755
504,OG9965_aa_aligned.fasta,0.5457795
505,OG3701_aa_aligned.fasta,0.4848875
506,OG14324_aa_aligned.fasta,0.5944335000000001
507,OG14716_aa_aligned.fasta,0.5809675000000001
508,OG8933_aa_aligned.fasta,0.558838
509,OG13370_aa_aligned.fasta,0.76581
510,OG13238_aa_aligned.fasta,0.5547055000000001
511,OG17724_aa_aligned.fasta,0.6692
512,OG3277_aa_aligned.fasta,0.5722175
513,OG2425_aa_aligned.fasta,0.737468
514,OG11117_aa_aligned.fasta,0.5810420000000001
515,OG11677_aa_aligned.fasta,0.6652415
516,OG6610_aa_aligned.fasta,0.506208
517,OG1522_aa_aligned.fasta,0.5472115
518,OG3356_aa_aligned.fasta,0.670797
519,OG7871_aa_aligned.fasta,0.378616
520,OG4988_aa_aligned.fasta,0.42474100000000004
521,OG12692_aa_aligned.fasta,0.60806
522,OG8041_aa_aligned.fasta,0.508664
523,OG11832_aa_aligned.fasta,0.497974
524,OG1318_aa_aligned.fasta,0.5452885000000001
525,OG7687_aa_aligned.fasta,0.39738
526,OG15292_aa_aligned.fasta,0.588721
527,OG18629_aa_aligned.fasta,0.67894
528,OG3579_aa_aligned.fasta,0.517103
529,OG4116_aa_aligned.fasta,0.583217
530,OG15290_aa_aligned.fasta,0.7037914999999999
531,OG11047_aa_aligned.fasta,0.553844
532,OG2158_aa_aligned.fasta,0.6403025
533,OG15516_aa_aligned.fasta,0.6493625000000001
534,OG1148_aa_aligned.fasta,0.4398165
535,OG9147_aa_aligned.fasta,0.578097
536,OG3342_aa_aligned.fasta,0.37647200000000003
537,OG4886_aa_aligned.fasta,0.392283
538,OG4978_aa_aligned.fasta,0.3455625
539,OG1877_aa_aligned.fasta,0.550433
540,OG17534_aa_aligned.fasta,0.654497
541,OG9570_aa_aligned.fasta,0.689095
542,OG4197_aa_aligned.fasta,0.5970424999999999
543,OG15497_aa_aligned.fasta,0.656427
544,OG14502_aa_aligned.fasta,0.7129655
545,OG4325_aa_aligned.fasta,0.753904
546,OG11063_aa_aligned.fasta,0.527647
547,OG10320_aa_aligned.fasta,0.756389
548,OG5469_aa_aligned.fasta,0.340379
549,OG3522_aa_aligned.fasta,0.554513
550,OG12512_aa_aligned.fasta,0.696453
551,OG16934_aa_aligned.fasta,0.639474
552,OG7733_aa_aligned.fasta,0.5702465
553,OG5149_aa_aligned.fasta,0.6101935
554,OG7175_aa_aligned.fasta,0.5033354999999999
555,OG5360_aa_aligned.fasta,0.533627
556,OG4313_aa_aligned.fasta,0.4080665
557,OG9007_aa_aligned.fasta,0.498102
558,OG6009_aa_aligned.fasta,0.465293
559,OG10853_aa_aligned.fasta,0.642045
560,OG6079_aa_aligned.fasta,0.486134
561,OG1823_aa_aligned.fasta,0.6697775
562,OG4333_aa_aligned.fasta,0.576032
563,OG14883_aa_aligned.fasta,0.591369
564,OG16212_aa_aligned.fasta,0.559713
565,OG5910_aa_aligned.fasta,0.586482
566,OG9120_aa_aligned.fasta,0.402829
567,OG13135_aa_aligned.fasta,0.647929
568,OG6542_aa_aligned.fasta,0.405468
569,OG13094_aa_aligned.fasta,0.647495
570,OG15397_aa_aligned.fasta,0.5920460000000001
571,OG15572_aa_aligned.fasta,0.7352585
572,OG16756_aa_aligned.fasta,0.6440615000000001
573,OG2488_aa_aligned.fasta,0.6112815
574,OG8855_aa_aligned.fasta,0.4607415
575,OG8145_aa_aligned.fasta,0.523184
576,OG10496_aa_aligned.fasta,0.539366
577,OG16211_aa_aligned.fasta,0.619863
578,OG12339_aa_aligned.fasta,0.6345625
579,OG9637_aa_aligned.fasta,0.662401
580,OG14574_aa_aligned.fasta,0.684164
581,OG2028_aa_aligned.fasta,0.7195575000000001
582,OG7186_aa_aligned.fasta,0.412937
583,OG5807_aa_aligned.fasta,0.4723155
584,OG6838_aa_aligned.fasta,0.4902125
585,OG1665_aa_aligned.fasta,0.64675
586,OG10910_aa_aligned.fasta,0.614111
