"X1" "OG" "conservation_score" "species_num"
"59" 79 "OG7042" 0.45659 56
"60" 81 "OG30345" 0.773071 3
"61" 82 "OG6259" 0.409505 77
"62" 83 "OG3282" 0.402796 318
"63" 84 "OG20360" 0.762085 6
"64" 85 "OG17113" 0.762068 7
"65" 86 "OG1645" 0.590675 338
"66" 87 "OG2818" 0.53603 327
"67" 88 "OG4523" 0.703541 243
"68" 89 "OG3674" 0.649226 291
"69" 90 "OG2638" 0.457641 325
"70" 91 "OG10071" 0.62479 19
"71" 92 "OG5462" 0.42964 125
"72" 93 "OG7625" 0.440276 43
"73" 94 "OG21864" 0.681824 5
"74" 96 "OG5633" 0.421291 100
"75" 97 "OG1895" 0.6462865 343
"76" 98 "OG6763" 0.4146195 64
"77" 99 "OG2865" 0.499354 295
"78" 100 "OG9489" 0.699356 26
"79" 101 "OG2391" 0.624418 340
"80" 102 "OG2331" 0.4667895 336
"81" 103 "OG7351" 0.3010585 49
"82" 104 "OG4122" 0.637481 236
"83" 105 "OG6285" 0.5648705 66
"84" 106 "OG3176" 0.623429 316
"85" 107 "OG2467" 0.368257 328
"86" 108 "OG18056" 0.552947 5
"87" 109 "OG5494" 0.598136 86
"88" 110 "OG17672" 0.8106915 7
"89" 111 "OG3703" 0.501012 296
"90" 112 "OG11984" 0.613737 13
"91" 113 "OG2342" 0.566262 335
"92" 114 "OG33551" 0.7884915 3
"93" 115 "OG17981" 0.7020615 7
"94" 116 "OG3475" 0.527784 308
"95" 117 "OG4321" 0.4824205 262
"96" 118 "OG3184" 0.5512855 314
"97" 119 "OG18768" 0.779985 6
"98" 121 "OG1881" 0.765465 333
"99" 122 "OG3573" 0.473368 304
"100" 124 "OG1813" 0.756855 343
"101" 127 "OG3234" 0.413635 316
"102" 129 "OG5652" 0.409366 80
"103" 132 "OG1958" 0.403237 341
"104" 133 "OG4067" 0.6099685 276
"105" 134 "OG22942" 0.7174025 5
"106" 135 "OG15054" 0.594416 9
"107" 139 "OG8334" 0.490057 31
"108" 140 "OG2637" 0.65068 319
"109" 142 "OG19512" 0.789087 6
"110" 144 "OG8248" 0.419096 36
"111" 145 "OG27507" 0.751612 4
"112" 146 "OG3777" 0.391385 298
"113" 147 "OG4445" 0.6058665 250
"114" 148 "OG22593" 0.6767055 4
"115" 149 "OG2397" 0.5819455 333
"116" 150 "OG18723" 0.728261 6
"117" 151 "OG16218" 0.63075 8
"118" 152 "OG32721" 0.7493155 3
"119" 153 "OG4906" 0.471889 197
"120" 154 "OG9502" 0.568059 22
"121" 155 "OG7985" 0.508609 41
"122" 157 "OG2077" 0.51376 342
"123" 158 "OG6930" 0.48 61
"124" 159 "OG6103" 0.385978 84
"125" 160 "OG17118" 0.8024625 7
"126" 161 "OG4939" 0.5132175 196
"127" 163 "OG3280" 0.3627575 270
"128" 164 "OG2532" 0.500116 332
"129" 165 "OG2665" 0.60554 331
"130" 166 "OG3600" 0.391881 302
"131" 167 "OG27528" 0.736731 4
"132" 168 "OG6021" 0.6338525 87
"133" 169 "OG2848" 0.705292 324
"134" 171 "OG3795" 0.454677 293
"135" 172 "OG7080" 0.463347 57
"136" 176 "OG5791" 0.562017 93
"137" 177 "OG2837" 0.752537 329
"138" 178 "OG2145" 0.558039 341
"139" 180 "OG1457" 0.7477095 336
"140" 181 "OG29440" 0.740959 3
"141" 182 "OG27043" 0.734948 4
"142" 183 "OG1139" 0.469764 328
"143" 185 "OG3753" 0.421739 298
"144" 186 "OG5749" 0.588085 70
"145" 187 "OG18080" 0.731401 5
"146" 188 "OG28717" 0.7129225 4
"147" 189 "OG7672" 0.6525955 46
"148" 190 "OG2677" 0.739113 328
"149" 191 "OG8772" 0.48825 27
"150" 192 "OG3014" 0.356164 323
"151" 193 "OG2729" 0.515879 324
"152" 194 "OG19190" 0.773861 6
"153" 195 "OG6289" 0.4590815 76
"154" 196 "OG4112" 0.724823 269
"155" 197 "OG28708" 0.746149 4
"156" 198 "OG3173" 0.353389 317
"157" 199 "OG4736" 0.393964 223
"158" 201 "OG5546" 0.444831 95
"159" 202 "OG2149" 0.6047575 251
"160" 203 "OG3154" 0.398494 316
"161" 204 "OG3616" 0.553223 278
"162" 205 "OG19194" 0.738004 6
"163" 207 "OG10085" 0.667548 8
"164" 208 "OG3897" 0.342994 290
"165" 209 "OG2883" 0.439921 327
"166" 210 "OG5259" 0.4047195 143
"167" 212 "OG3800" 0.5357885 296
"168" 213 "OG16175" 0.7188005 8
"169" 215 "OG4652" 0.5255525 233
"170" 216 "OG31627" 0.8276495 3
"171" 217 "OG3315" 0.410077 314
"172" 218 "OG1289" 0.422698 340
"173" 221 "OG1127" 0.66058 301
"174" 222 "OG3911" 0.490377 291
"175" 224 "OG2604" 0.354442 329
"176" 225 "OG2477" 0.50395 335
"177" 227 "OG3742" 0.3956355 297
"178" 228 "OG9982" 0.550453 23
"179" 229 "OG4735" 0.40735 225
"180" 230 "OG26438" 0.738793 4
"181" 231 "OG32722" 0.8162105 3
"182" 234 "OG2004" 0.677757 341
"183" 235 "OG27021" 0.7504815 4
"184" 236 "OG11208" 0.778046 6
"185" 237 "OG6867" 0.446631 62
"186" 238 "OG20314" 0.769656 6
"187" 239 "OG3497" 0.498162 307
"188" 240 "OG4484" 0.518331 209
"189" 241 "OG12227" 0.607108 12
"190" 242 "OG4038" 0.479377 281
"191" 244 "OG6267" 0.5046745 77
"192" 245 "OG17163" 0.736389 7
"193" 246 "OG5946" 0.465598 88
"194" 248 "OG17649" 0.717827 7
"195" 250 "OG1572" 0.717316 325
"196" 252 "OG20270" 0.761118 6
"197" 253 "OG4365" 0.461133 215
"198" 254 "OG7567" 0.426142 49
"199" 255 "OG10862" 0.645826 16
"200" 256 "OG27603" 0.800008 4
"201" 257 "OG28647" 0.762896 4
"202" 258 "OG2538" 0.4804445 324
"203" 259 "OG4654" 0.390312 235
"204" 260 "OG5247" 0.3649865 149
"205" 261 "OG4483" 0.424211 244
"206" 262 "OG4214" 0.5367795 270
"207" 263 "OG12700" 0.581767 12
"208" 264 "OG6033" 0.571643 86
"209" 265 "OG1121" 0.725981 342
"210" 266 "OG4294" 0.577727 263
"211" 267 "OG3397" 0.430592 306
"212" 268 "OG27132" 0.778544 4
"213" 269 "OG1780" 0.5042365 341
"214" 270 "OG3581" 0.5546755 303
"215" 271 "OG20361" 0.750036 6
"216" 273 "OG3990" 0.422776 264
"217" 277 "OG3891" 0.562424 289
"218" 278 "OG4378" 0.439031 255
"219" 279 "OG6081" 0.4917195 85
"220" 280 "OG6322" 0.5443215 75
"221" 282 "OG5315" 0.3978155 141
"222" 283 "OG4504" 0.676042 247
"223" 284 "OG2801" 0.462174 322
"224" 285 "OG28621" 0.756893 4
"225" 286 "OG23477" 0.78132 5
"226" 287 "OG4108" 0.6457305 272
"227" 289 "OG4694" 0.636472 216
"228" 290 "OG2914" 0.4978445 325
"229" 291 "OG3550" 0.361855 306
"230" 292 "OG23734" 0.816052 5
"231" 293 "OG7482" 0.411387 50
"232" 294 "OG4479" 0.578499 248
"233" 295 "OG1367" 0.483613 343
"234" 296 "OG1122" 0.574005 330
"235" 297 "OG33529" 0.8246965 3
"236" 299 "OG23804" 0.7699545 5
"237" 300 "OG26490" 0.757517 4
"238" 301 "OG7810" 0.411025 43
"239" 302 "OG1356" 0.5599485 254
"240" 303 "OG13227" 0.63127 11
"241" 305 "OG6785" 0.55323 61
"242" 308 "OG2613" 0.7583595 333
"243" 309 "OG3476" 0.354596 306
"244" 310 "OG15003" 0.622746 9
"245" 312 "OG1509" 0.651029 327
"246" 314 "OG18815" 0.740952 6
"247" 315 "OG1335" 0.650805 340
"248" 317 "OG21955" 0.800209 5
"249" 318 "OG8597" 0.4379615 34
"250" 319 "OG2151" 0.462639 333
"251" 321 "OG35678" 0.734411 3
"252" 322 "OG11131" 0.49706 17
"253" 323 "OG5516" 0.385324 105
"254" 324 "OG6122" 0.709394 46
"255" 325 "OG10373" 0.601123 21
"256" 326 "OG19941" 0.737116 6
"257" 327 "OG5173" 0.451027 158
"258" 328 "OG2795" 0.524412 328
"259" 329 "OG8531" 0.51944 32
"260" 330 "OG20173" 0.7765095 6
"261" 331 "OG6656" 0.525796 67
"262" 332 "OG6050" 0.458705 86
"263" 334 "OG1862" 0.6690375 343
"264" 335 "OG6710" 0.401969 66
"265" 336 "OG19471" 0.746372 6
"266" 337 "OG26177" 0.730338 4
"267" 338 "OG6813" 0.453286 64
"268" 339 "OG35652" 0.760046 3
"269" 340 "OG23557" 0.812568 5
"270" 341 "OG1925" 0.522593 336
"271" 342 "OG1682" 0.703253 307
"272" 343 "OG6247" 0.468012 78
"273" 344 "OG4961" 0.5544455 194
"274" 345 "OG5599" 0.513297 98
"275" 347 "OG27046" 0.687359 4
"276" 348 "OG28639" 0.7212555 4
"277" 350 "OG3310" 0.5531435 309
"278" 351 "OG31614" 0.756762 3
"279" 352 "OG3630" 0.517255 226
"280" 353 "OG5002" 0.56379 188
"281" 354 "OG28671" 0.737467 4
"282" 355 "OG9780" 0.560008 20
"283" 356 "OG19943" 0.6873265 6
"284" 357 "OG5143" 0.5606095 168
"285" 358 "OG5933" 0.493568 89
"286" 359 "OG17014" 0.71891 7
"287" 361 "OG5605" 0.523589 80
"288" 362 "OG8269" 0.5806585 36
"289" 363 "OG7606" 0.6943575 48
"290" 364 "OG15706" 0.696158 7
"291" 366 "OG4170" 0.67886 274
"292" 367 "OG2636" 0.583408 333
"293" 368 "OG2601" 0.505145 330
"294" 369 "OG7443" 0.5003415 46
"295" 370 "OG4415" 0.520244 248
"296" 373 "OG23609" 0.817349 5
"297" 374 "OG5009" 0.464343 184
"298" 375 "OG6653" 0.4451975 67
"299" 376 "OG7438" 0.494695 50
"300" 377 "OG19445" 0.648673 6
"301" 378 "OG1236" 0.499213 332
"302" 379 "OG4172" 0.4128755 268
"303" 380 "OG3701" 0.4848875 289
"304" 382 "OG20419" 0.731345 6
"305" 383 "OG23007" 0.729577 5
"306" 384 "OG22626" 0.681812 5
"307" 385 "OG3277" 0.5722175 313
"308" 386 "OG2425" 0.737468 337
"309" 387 "OG11677" 0.6652415 13
"310" 389 "OG1522" 0.5472115 342
"311" 390 "OG3356" 0.670797 310
"312" 391 "OG4988" 0.424741 191
"313" 392 "OG12692" 0.60806 12
"314" 393 "OG20252" 0.773221 6
"315" 394 "OG11832" 0.497974 14
"316" 395 "OG1318" 0.5452885 327
"317" 396 "OG3579" 0.517103 302
"318" 397 "OG4116" 0.583217 277
"319" 398 "OG27033" 0.725103 4
"320" 399 "OG2158" 0.6403025 341
"321" 400 "OG1148" 0.4398165 341
"322" 401 "OG9147" 0.578097 26
"323" 402 "OG3342" 0.376472 316
"324" 403 "OG21788" 0.636056 5
"325" 404 "OG4886" 0.392283 202
"326" 406 "OG4978" 0.3455625 184
"327" 407 "OG1877" 0.550433 320
"328" 409 "OG4197" 0.5970425 269
"329" 411 "OG4325" 0.753904 262
"330" 412 "OG5469" 0.340379 123
"331" 413 "OG23625" 0.754186 5
"332" 414 "OG3522" 0.554513 307
"333" 416 "OG7733" 0.5702465 40
"334" 417 "OG28720" 0.736461 4
"335" 418 "OG5149" 0.6101935 117
"336" 419 "OG7175" 0.5033355 54
"337" 420 "OG5360" 0.533627 112
"338" 421 "OG4313" 0.4080665 259
"339" 422 "OG6009" 0.465293 87
"340" 423 "OG6079" 0.486134 85
"341" 424 "OG1823" 0.6697775 339
"342" 425 "OG23384" 0.826484 5
"343" 427 "OG4333" 0.576032 146
"344" 428 "OG5910" 0.586482 89
"345" 429 "OG6542" 0.405468 67
"346" 430 "OG23727" 0.729783 5
"347" 431 "OG13094" 0.647495 11
"348" 432 "OG2488" 0.6112815 335
"349" 433 "OG2028" 0.7195575 341
"350" 434 "OG5807" 0.4723155 92
"351" 435 "OG6838" 0.4902125 60
"352" 436 "OG1665" 0.64675 342
"353" 438 "OG6319" 0.398975 70
"354" 439 "OG23601" 0.8290745 5
"355" 440 "OG1786" 0.7268 337
"356" 441 "OG15735" 0.6979205 8
"357" 443 "OG5441" 0.535346 105
"358" 445 "OG1070" 0.67882 343
"359" 446 "OG5502" 0.596553 119
"360" 447 "OG1270" 0.501488 339
"361" 448 "OG27493" 0.7763225 4
"362" 449 "OG3057" 0.499934 318
"363" 450 "OG8130" 0.478623 39
"364" 451 "OG7997" 0.598126 41
"365" 452 "OG7803" 0.7662635 44
"366" 454 "OG2857" 0.613591 327
"367" 455 "OG6418" 0.515588 71
"368" 457 "OG5263" 0.3900745 151
"369" 458 "OG1707" 0.614258 324
"370" 459 "OG7739" 0.394903 46
"371" 462 "OG9781" 0.549823 22
"372" 463 "OG10914" 0.680323 16
"373" 467 "OG6806" 0.449449 64
"374" 468 "OG13708" 0.561757 10
"375" 469 "OG4614" 0.680637 238
"376" 470 "OG32693" 0.776673 3
"377" 472 "OG1718" 0.522746 335
"378" 473 "OG1331" 0.681526 343
"379" 474 "OG17096" 0.769443 7
"380" 475 "OG1687" 0.648212 340
"381" 476 "OG4417" 0.488513 255
"382" 477 "OG13895" 0.691249 5
"383" 478 "OG2751" 0.704088 324
"384" 479 "OG20400" 0.764526 6
"385" 480 "OG3530" 0.4529735 307
"386" 481 "OG5610" 0.314537 18
"387" 482 "OG2778" 0.61406 328
"388" 484 "OG2184" 0.650296 341
"389" 485 "OG5602" 0.520534 107
"390" 486 "OG1124" 0.301311 338
"391" 487 "OG7808" 0.5827865 44
"392" 489 "OG1479" 0.5981835 343
"393" 490 "OG4060" 0.4106045 283
"394" 491 "OG1749" 0.782927 342
"395" 492 "OG15033" 0.593605 8
"396" 494 "OG25401" 0.716984 4
"397" 495 "OG3269" 0.504282 314
"398" 496 "OG17565" 0.6550535 7
"399" 497 "OG23799" 0.81085 5
"400" 498 "OG3574" 0.580478 305
"401" 499 "OG23470" 0.826611 5
"402" 500 "OG2866" 0.5116185 329
"403" 501 "OG2868" 0.591482 322
"404" 502 "OG5439" 0.501644 102
"405" 503 "OG1168" 0.563867 334
"406" 504 "OG6727" 0.44461 66
"407" 506 "OG4629" 0.615734 233
"408" 508 "OG19530" 0.795265 6
"409" 512 "OG2308" 0.6804035 339
"410" 514 "OG7257" 0.509529 54
"411" 515 "OG5227" 0.6297485 97
"412" 516 "OG1725" 0.638429 343
"413" 517 "OG4935" 0.439544 194
"414" 518 "OG4481" 0.509993 249
"415" 519 "OG23783" 0.781938 5
"416" 520 "OG6858" 0.571768 63
"417" 521 "OG6161" 0.476546 55
"418" 522 "OG6024" 0.5876325 86
"419" 523 "OG5650" 0.4067865 103
"420" 524 "OG4327" 0.377195 259
"421" 525 "OG16459" 0.702521 8
"422" 526 "OG23614" 0.820718 5
"423" 527 "OG9137" 0.435747 28
"424" 528 "OG9792" 0.559533 24
"425" 529 "OG20110" 0.6657265 6
"426" 531 "OG1062" 0.630154 310
"427" 532 "OG19456" 0.732133 6
"428" 533 "OG1515" 0.622968 308
"429" 534 "OG20141" 0.7544885 6
"430" 537 "OG17850" 0.631996 6
"431" 539 "OG27209" 0.7807955 4
"432" 540 "OG10264" 0.650299 12
"433" 541 "OG7228" 0.463957 55
"434" 542 "OG28709" 0.7586865 4
"435" 543 "OG2360" 0.4851235 322
"436" 544 "OG23786" 0.807905 5
"437" 547 "OG10930" 0.413971 6
"438" 548 "OG4995" 0.545338 181
"439" 549 "OG7097" 0.465837 52
"440" 551 "OG2159" 0.668081 339
"441" 554 "OG1167" 0.6190675 339
"442" 555 "OG4873" 0.627458 203
"443" 556 "OG10863" 0.60719 10
"444" 558 "OG1358" 0.5978835 343
"445" 559 "OG3620" 0.681404 305
"446" 560 "OG3607" 0.463903 305
"447" 562 "OG3188" 0.39082 313
"448" 564 "OG5358" 0.483836 140
"449" 565 "OG5188" 0.4684355 150
"450" 566 "OG14803" 0.656373 9
"451" 567 "OG1897" 0.719785 338
"452" 569 "OG3686" 0.405785 300
"453" 570 "OG4573" 0.542586 237
"454" 571 "OG31201" 0.810885 3
"455" 573 "OG3398" 0.467586 303
"456" 575 "OG5099" 0.685017 160
"457" 578 "OG6179" 0.531539 52
"458" 580 "OG7979" 0.592035 32
"459" 583 "OG4048" 0.699602 244
"460" 584 "OG28680" 0.74362 4
"461" 585 "OG2704" 0.791997 322
"462" 586 "OG2961" 0.543937 324
"463" 588 "OG3420" 0.586132 299
"464" 589 "OG27586" 0.772962 4
"465" 590 "OG4544" 0.6568975 241
"466" 591 "OG2420" 0.427609 334
"467" 592 "OG3669" 0.449259 297
"468" 593 "OG1926" 0.6327305 340
"469" 594 "OG36382" 0.7602215 3
"470" 595 "OG1063" 0.475628 343
"471" 596 "OG8447" 0.461362 25
"472" 599 "OG7742" 0.5387515 44
"473" 600 "OG2245" 0.60508 340
"474" 601 "OG3650" 0.376282 303
"475" 603 "OG6432" 0.421147 71
"476" 604 "OG2797" 0.714605 318
"477" 605 "OG17575" 0.7597875 7
"478" 606 "OG28632" 0.734268 4
"479" 607 "OG7423" 0.703308 51
"480" 608 "OG4387" 0.6498905 257
"481" 609 "OG16457" 0.776298 7
"482" 610 "OG9187" 0.507668 29
"483" 612 "OG26483" 0.801429 4
"484" 613 "OG5779" 0.3513385 93
"485" 614 "OG36369" 0.7508385 3
"486" 615 "OG4963" 0.539636 188
"487" 617 "OG6651" 0.631955 67
"488" 618 "OG5079" 0.450484 178
"489" 619 "OG4042" 0.725057 277
"490" 620 "OG4911" 0.608356 198
"491" 621 "OG4974" 0.7299385 189
"492" 622 "OG2210" 0.611047 328
"493" 623 "OG4320" 0.40066 257
"494" 624 "OG26592" 0.71401 4
"495" 625 "OG4920" 0.498686 181
"496" 626 "OG3652" 0.471241 303
"497" 627 "OG1797" 0.584266 343
"498" 628 "OG5675" 0.424432 101
"499" 629 "OG6136" 0.721492 83
"500" 630 "OG7246" 0.439111 55
"501" 631 "OG6574" 0.6039055 68
"502" 632 "OG9069" 0.6260325 25
"503" 633 "OG4950" 0.533943 178
"504" 634 "OG7014" 0.513901 56
"505" 635 "OG19876" 0.703102 3
"506" 636 "OG7570" 0.508249 48
"507" 638 "OG3727" 0.392937 295
"508" 639 "OG1834" 0.6654325 342
"509" 640 "OG23409" 0.819012 5
"510" 641 "OG8173" 0.539385 36
"511" 642 "OG4466" 0.405539 248
"512" 643 "OG3064" 0.442371 324
"513" 644 "OG23527" 0.837879 5
"514" 645 "OG3654" 0.598058 298
"515" 647 "OG1092" 0.530202 324
"516" 648 "OG6515" 0.547115 52
"517" 649 "OG20204" 0.750372 6
"518" 650 "OG7745" 0.5663265 44
"519" 651 "OG20171" 0.742274 6
"520" 652 "OG5116" 0.5043125 172
"521" 653 "OG23682" 0.8043445 5
"522" 654 "OG2461" 0.746051 331
"523" 655 "OG1459" 0.719087 341
"524" 656 "OG27654" 0.670459 4
"525" 657 "OG6762" 0.53346 62
"526" 658 "OG27566" 0.76812 4
"527" 659 "OG2543" 0.785297 324
"528" 660 "OG23306" 0.7913605 5
"529" 661 "OG9597" 0.506894 20
"530" 662 "OG7549" 0.42129 48
"531" 664 "OG8101" 0.575379 40
"532" 665 "OG2353" 0.643238 318
"533" 666 "OG21794" 0.8067915 5
"534" 667 "OG26756" 0.741231 4
"535" 668 "OG4729" 0.541788 223
"536" 669 "OG3890" 0.585283 281
"537" 670 "OG1874" 0.6980605 342
"538" 672 "OG8037" 0.4667145 39
"539" 673 "OG11671" 0.5612105 12
"540" 674 "OG1437" 0.495185 337
"541" 676 "OG20170" 0.744761 6
"542" 678 "OG2649" 0.5597355 332
"543" 679 "OG1831" 0.4974715 340
"544" 681 "OG27066" 0.764944 4
"545" 682 "OG1178" 0.628217 331
"546" 684 "OG2369" 0.660202 336
"547" 686 "OG7522" 0.550864 49
"548" 687 "OG2971" 0.4957435 327
"549" 688 "OG26819" 0.74529 4
"550" 689 "OG3774" 0.687431 298
"551" 690 "OG2950" 0.656747 326
"552" 691 "OG11844" 0.493205 13
"553" 692 "OG3565" 0.603447 303
"554" 693 "OG9260" 0.621732 26
"555" 694 "OG1859" 0.669915 319
"556" 695 "OG28644" 0.7978125 4
"557" 696 "OG2850" 0.4617005 327
"558" 699 "OG3328" 0.633313 314
"559" 701 "OG1450" 0.4301935 330
"560" 702 "OG23575" 0.815215 5
"561" 703 "OG23580" 0.820374 5
"562" 705 "OG3393" 0.6837895 238
"563" 706 "OG1098" 0.6757595 340
"564" 707 "OG7520" 0.503092 50
"565" 708 "OG23772" 0.782 5
"566" 709 "OG2302" 0.452001 335
"567" 710 "OG4186" 0.5548565 217
"568" 711 "OG7145" 0.517509 57
"569" 712 "OG5380" 0.457144 137
"570" 714 "OG3319" 0.5531155 315
"571" 715 "OG2710" 0.387469 331
"572" 716 "OG4643" 0.502083 232
"573" 718 "OG1724" 0.724655 343
"574" 719 "OG10605" 0.53269 19
"575" 720 "OG19753" 0.753386 6
"576" 722 "OG1912" 0.600056 341
"577" 723 "OG3762" 0.378183 266
"578" 724 "OG5208" 0.564629 157
"579" 725 "OG4678" 0.567786 216
"580" 726 "OG23318" 0.817605 5
"581" 727 "OG3372" 0.327101 307
"582" 728 "OG1678" 0.433626 338
"583" 730 "OG20281" 0.725021 6
"584" 731 "OG10598" 0.5649095 18
"585" 732 "OG4399" 0.590203 255
"586" 733 "OG5153" 0.422764 167
"587" 734 "OG4168" 0.509599 274
"588" 735 "OG22264" 0.834171 5
"589" 738 "OG7653" 0.483111 47
"590" 739 "OG2755" 0.532565 328
"591" 740 "OG1866" 0.706484 342
"592" 742 "OG5069" 0.319174 177
"593" 745 "OG2338" 0.780794 337
"594" 746 "OG2541" 0.606611 333
"595" 747 "OG28668" 0.696346 4
"596" 749 "OG7210" 0.424546 49
"597" 750 "OG1856" 0.7227815 343
"598" 751 "OG6004" 0.613536 82
"599" 752 "OG2842" 0.6126705 326
"600" 753 "OG4716" 0.403254 219
"601" 754 "OG3991" 0.5845955 282
"602" 755 "OG2261" 0.664313 337
"603" 756 "OG14934" 0.6665315 9
"604" 758 "OG5506" 0.5112205 110
"605" 760 "OG28696" 0.723048 4
"606" 762 "OG2699" 0.709702 330
"607" 763 "OG3007" 0.623937 322
"608" 764 "OG3082" 0.6195455 323
"609" 765 "OG2400" 0.3942315 331
"610" 767 "OG7104" 0.373093 57
"611" 768 "OG17603" 0.783533 7
"612" 769 "OG1468" 0.59689 330
"613" 771 "OG1060" 0.618342 340
"614" 772 "OG23717" 0.81357 5
"615" 773 "OG9796" 0.645278 23
"616" 775 "OG7207" 0.504996 50
"617" 776 "OG5812" 0.52557 92
"618" 777 "OG6453" 0.50324 72
"619" 778 "OG2334" 0.653722 334
"620" 779 "OG3515" 0.651937 309
"621" 780 "OG13266" 0.6492565 10
"622" 781 "OG1624" 0.578529 343
"623" 783 "OG6182" 0.448914 71
"624" 784 "OG20423" 0.714423 6
"625" 785 "OG9155" 0.451051 29
"626" 786 "OG6934" 0.430086 61
"627" 787 "OG4913" 0.563298 198
"628" 788 "OG6759" 0.4566935 65
"629" 789 "OG19529" 0.822881 6
"630" 790 "OG1421" 0.728623 333
"631" 791 "OG20325" 0.774534 6
"632" 793 "OG1217" 0.787722 342
"633" 794 "OG3020" 0.641472 323
"634" 795 "OG7311" 0.480916 49
"635" 796 "OG33534" 0.792568 3
"636" 798 "OG23356" 0.793803 5
"637" 799 "OG17667" 0.813424 7
"638" 800 "OG7872" 0.446583 42
"639" 801 "OG3799" 0.398943 290
"640" 802 "OG23563" 0.761343 5
"641" 803 "OG5424" 0.336252 123
"642" 804 "OG23681" 0.788341 5
"643" 805 "OG20375" 0.634324 4
"644" 806 "OG1916" 0.5059435 338
"645" 808 "OG6620" 0.435084 68
"646" 809 "OG2620" 0.6988625 330
"647" 811 "OG32203" 0.731866 3
"648" 813 "OG14307" 0.64239 6
"649" 815 "OG23358" 0.8015725 5
"650" 816 "OG5560" 0.4994805 111
"651" 817 "OG4508" 0.390156 245
"652" 818 "OG17935" 0.6259855 7
"653" 819 "OG9788" 0.520606 24
"654" 820 "OG2333" 0.590471 337
"655" 821 "OG23623" 0.750743 5
"656" 822 "OG4567" 0.503798 155
"657" 824 "OG2291" 0.6913105 339
"658" 825 "OG2192" 0.637786 327
"659" 827 "OG20028" 0.75839 6
"660" 828 "OG5282" 0.38273 145
"661" 829 "OG4513" 0.388754 246
"662" 830 "OG1296" 0.597042 342
"663" 831 "OG32008" 0.762985 3
"664" 832 "OG17592" 0.797328 7
"665" 834 "OG1757" 0.726185 340
"666" 835 "OG23328" 0.824436 5
"667" 837 "OG18940" 0.6555685 6
"668" 838 "OG1778" 0.697445 342
"669" 839 "OG20402" 0.746456 6
"670" 840 "OG4299" 0.568457 194
"671" 841 "OG3165" 0.529713 314
"672" 842 "OG8338" 0.821974 9
"673" 843 "OG2341" 0.488173 331
"674" 844 "OG8044" 0.4376095 39
"675" 845 "OG1344" 0.526748 338
"676" 846 "OG5751" 0.512095 96
"677" 847 "OG3297" 0.4234495 314
"678" 848 "OG9612" 0.477941 24
"679" 849 "OG5773" 0.419551 94
"680" 850 "OG3838" 0.404845 291
"681" 851 "OG7596" 0.4152375 48
"682" 852 "OG25238" 0.7713665 4
"683" 853 "OG20353" 0.7389685 6
"684" 854 "OG5474" 0.4847155 114
"685" 856 "OG5313" 0.493054 123
"686" 857 "OG24090" 0.693372 5
"687" 858 "OG23486" 0.769916 5
"688" 860 "OG10420" 0.551782 17
"689" 861 "OG1575" 0.522852 341
